=================================================
FastCopy(ver5.4.2 (Admin)) start at 2023/11/19 07:21:15
<Source>  C:\Users\M\Desktop\WebPages\
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\main.js   <20230808-112009 6,279>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\masonry.js   <20230808-112009 24,138>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\menu.js   <20230808-112009 15,689>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\min.css   <20230808-112009 173,094>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\min.js   <20230808-112009 102,654>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\modal.js   <20230808-112009 2,730>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\moxie.js   <20230808-112009 87,394>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\New-Techsviewer-Logo.webp   <20230808-112009 2,704>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\number-counter-compat.js   <20230808-112009 871>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\number-counter.js   <20230808-112009 3,876>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\Open-Disk-Utility-on-macOS-in-QEMU.webp   <20230808-112009 16,092>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\Open-OpenCore-Boot-sh-File.webp   <20230808-112009 64,220>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\pagination.js   <20230808-112009 6,574>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\plupload.js   <20230808-112009 15,605>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\portland.js   <20230808-112009 33,091>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\post-grid-compat.js   <20230808-112009 1,412>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\post-list-filter.js   <20230808-112009 6,692>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\post-list.js   <20230808-112009 4,128>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\pricing-table.js   <20230808-112009 1,087>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\progress-bar.js   <20230808-112009 5,194>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\Run-QEMU-with-OpenCore-Boot.webp   <20230808-112009 13,080>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\search-form.js   <20230808-112009 10,359>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\Set-RAM-and-CPU-for-QEMU.webp   <20230808-112009 53,026>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\sidebarwall.js   <20230808-112009 8,853>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\social-share.js   <20230808-112009 6,008>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\table.js   <20230808-112009 1,532>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\tablepress-combined.css   <20230808-112009 6,219>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\tabs.js   <20230808-112009 4,658>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\thrive_flat.css   <20230808-112009 999,030>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\timer.js   <20230808-112009 3,770>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\toc.js   <20230808-112009 11,213>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\toggle.js   <20230808-112009 5,327>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\twitter.js   <20230808-112009 769>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\Ubuntu-Update.webp   <20230808-112009 47,986>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\user-profile.js   <20230808-112009 6,368>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\v.js   <20230808-112009 4,651>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\video.js   <20230808-112009 17,375>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\wp-emoji-release.js   <20230808-112009 18,692>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\   <20231118-184341>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\911413f08788f5f0843782a0f1ce3ea8f12a4b3cc26ca4b0ae79bc5d03ff.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_002.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_003.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_004.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_005.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_006.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_007.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\a_008.htm   <20230808-112009 2,314>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\dc3ce1a9d2400c705f5393e1197420f1bc76d8c46cd3ffc8130d79b38f61.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\decode_consent.js   <20230808-112009 49,614>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\a_data_020\drop_cookie_sw.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\ixmatch_data\   <20231118-184341>
+ H:\Windows\Desktop\WebPages\How to Install macOS on QEMU on Windows PC (Ventura, Sonoma)_files\ixmatch_data\a.htm   <20230808-112009 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\   <20231118-184341>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\001.webp   <20230808-095104 882>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\002.webp   <20230808-095104 888>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\10logo.webp   <20230808-095104 10,710>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\297054d1599841141-how-update-wsl-wsl-2-windows-10-a-enable_v.png   <20230808-095104 20,273>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\297055d1599841141-how-update-wsl-wsl-2-windows-10-a-enable_w.png   <20230808-095104 24,656>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\297056d1599841141-how-update-wsl-wsl-2-windows-10-a-set_wsl-.png   <20230808-095104 25,870>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\additional.css   <20230808-095104 17,581>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\AGSKWxV8jYBzNGgVG-rMSwKFDyvArds3BTxzXAUVL08bfuW2DCw0C1fMUXWRI2qo   <20230808-095104 3,427>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\AGSKWxV9swJWO-Z2_M_0-KZqcimqP65CMaDvn2AufPWoAHDwRone4WRy7dHuGZSE   <20230808-095104 4,309>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\AGSKWxVlczX2V07cgkUuCIvCRITs6GL53uqMvLsCPXyOKNTJIHhlf9R8N2OeqDnb   <20230808-095104 2,947>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\AGSKWxWQSdlk1cbCt52EvjsYhshfHzueL1k1Klcsv0d26N9RlfukViizOTPWDAVy   <20230808-095104 13,393>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\AGSKWxWRrDgoiKacUuD0Kiicn6aa-ezVpDNEMt7rxcS6eD4JD9bNz7yAazf128bx   <20230808-095104 153,677>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\all.css   <20230808-095104 59,398>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a_002.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a_003.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a_004.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a_005.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\a_006.htm   <20230808-095104 108>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\clear.gif   <20230808-095104 43>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\connection-min.js   <20230808-095104 13,257>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\dm.css   <20230808-095104 776>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\footlogo.webp   <20230808-095104 2,884>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\GARS.css   <20230808-095104 4,101>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\js   <20230808-095104 218,478>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\main-rollup.css   <20230808-095104 63,821>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\prettify.css   <20230808-095104 655>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\progress.gif   <20230808-095104 641>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\search.webp   <20230808-095104 142>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\showthread-rollup.css   <20230808-095104 37,440>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\tabcontent.js   <20230808-095104 2,827>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\TenForumsLogo.webp   <20230808-095104 4,414>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\thumb__inux.webp   <20230808-095104 12,934>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\vbulletin-core.js   <20230808-095104 51,200>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\vbulletin_lightbox.js   <20230808-095104 11,647>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\vbulletin_md5.js   <20230808-095104 5,464>
+ H:\Windows\Desktop\WebPages\How to Update from WSL to WSL 2 in Windows 10 Tutorials_files\yuiloader-dom-event.js   <20230808-095104 61,435>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\   <20231118-184341>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\63c0a0bf0ddd889a0ea8f78d1ea73b8a.png   <20230809-061356 1,128>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\69f9343827a27ccb762883ab0adf5cff.png   <20230809-061356 3,627>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\9c2c477b3c9d273cf864d3d7a99c5914.png   <20230809-061356 2,715>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\anonymousHeroAnswers.svg   <20230809-061356 510>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\anonymousHeroQuestions.svg   <20230809-061356 347>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\anonymousHeroUpvote.svg   <20230809-061356 404>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\channels.css   <20230809-061356 19,214>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\EBKwB.png   <20230809-061356 149,378>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\full-anon.js   <20230809-061356 222,343>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\jquery.js   <20230809-061356 97,163>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\js   <20230809-061356 237,898>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\logo.svg   <20230809-061356 6,320>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\MW2NP.png   <20230809-061356 182,465>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\post-validation.js   <20230809-061356 13,709>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\primary.css   <20230809-061356 287,590>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\stacks.css   <20230809-061356 778,097>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\stacks.js   <20230809-061356 92,971>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\stub.js   <20230809-061356 53,657>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\teams-illo-free-sidebar-promo.svg   <20230809-061356 5,950>
+ H:\Windows\Desktop\WebPages\hyper v - How to run KVM nested in WSL2 (or vmware) - Server Fault_files\v585F.jpg   <20230809-061356 4,646>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\1366cccd1d4c3d263e9cb5105c10700a.png   <20230101-190745 5,202>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\188103.jpg   <20230101-190745 13,501>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\215578.webp   <20230101-190745 3,852>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\285041.jpg   <20230101-190744 4,989>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\29f33916dec4eecf5bc1165cd33e16d8.jpeg   <20230101-190745 9,241>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\307626.jpg   <20230101-190745 2,888>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\318366.jpg   <20230101-190744 1,374>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\360581.jpg   <20230101-190744 1,469>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\364168.jpg   <20230101-190745 4,927>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\371130.webp   <20230101-190745 5,298>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\381606.jpg   <20230101-190744 1,021>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\392146.jpg   <20230101-190745 27,364>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\447227.jpg   <20230101-190745 1,256>
